  Event Name,       Type,     Event ID,    Version,    Channel,      Level,     Opcode,       Task,            Keyword,        PID,        TID,     Processor Number,  Instance ID,   Parent Instance ID,                              Activity ID,                      Related Activity ID,           Clock-Time, Kernel(ms),   User(ms), User Data
  EventTrace,     Header,            0,          2,          0,          0,          0,          0, 0x0000000000000000, 0x00010AB8, 0x0000E980,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506738743384,          0,          0,   131072, 83951626,    26200,       22, 134252507647942824,   156250,        0, 0x0,       19,        1,        8,        0,     2995, 0xA, 0x7, 134251813735000000,         10000000, 134252506738743384, 0x1,        0, "PC_AI_HIDI2C_WPP", "C:\codedev\PC_AI\Reports\haptic-touchpad\trace-20260606-161752\hidi2c-wpp_000001.etl"
  EventTrace, PartitionInfoExtensionV2,            0,          2,          0,          0,         80,          0, 0x0000000000000000, 0x00010AB8, 0x0000E980,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506738743384,          0,          0,      0,      0,        0,                0, "", "",  0x00000000000000000000000000000000000000000000000000000000
  EventTrace,  BuildInfo,            0,          2,          0,          0,         66,          0, 0x0000000000000000, 0xFFFFFFFF, 0xFFFFFFFF,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506738743384,          0,          0, "26100.1.amd64fre.ge_release.240331-1435"
  EventTrace,  DbgIdRSDS,            0,          2,          0,          0,         64,          0, 0x0000000000000000, 0xFFFFFFFF, 0xFFFFFFFF,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506738743384,          0,          0, {a5edec36-b191-bd4f-ea40-ac1f75e1fd5f},        1, "hidi2c.pdb"
     Unknown,         10,           10,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000004, 0x00000230,                   13,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506748589438,          0,          0, "Unknown", "", "Unknown( 10): GUID=34f66502-e8a3-3972-e718-cb92e5c6c109 (No Format Information found).", "", "", {34f66502-e8a3-3972-e718-cb92e5c6c109}, " 10", "2026-06-06T16:17:54.858Z",        0, "", "", "2026-06-06T20:17:54.858943800Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         10,           10,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000004, 0x00000230,                   16,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506748661863,          0,          0, "Unknown", "", "Unknown( 10): GUID=34f66502-e8a3-3972-e718-cb92e5c6c109 (No Format Information found).", "", "", {34f66502-e8a3-3972-e718-cb92e5c6c109}, " 10", "2026-06-06T16:17:54.866Z",        0, "", "", "2026-06-06T20:17:54.866186300Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         10,           10,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000004, 0x00000230,                   11,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506750656967,          0,          0, "Unknown", "", "Unknown( 10): GUID=34f66502-e8a3-3972-e718-cb92e5c6c109 (No Format Information found).", "", "", {34f66502-e8a3-3972-e718-cb92e5c6c109}, " 10", "2026-06-06T16:17:55.065Z",        0, "", "", "2026-06-06T20:17:55.065696700Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         10,           10,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000004, 0x00000230,                   18,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506750724385,          0,          0, "Unknown", "", "Unknown( 10): GUID=34f66502-e8a3-3972-e718-cb92e5c6c109 (No Format Information found).", "", "", {34f66502-e8a3-3972-e718-cb92e5c6c109}, " 10", "2026-06-06T16:17:55.072Z",        0, "", "", "2026-06-06T20:17:55.072438500Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         10,           10,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000004, 0x00000230,                   12,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506751053607,          0,          0, "Unknown", "", "Unknown( 10): GUID=34f66502-e8a3-3972-e718-cb92e5c6c109 (No Format Information found).", "", "", {34f66502-e8a3-3972-e718-cb92e5c6c109}, " 10", "2026-06-06T16:17:55.105Z",        0, "", "", "2026-06-06T20:17:55.105360700Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         10,           10,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000004, 0x00000230,                    8,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506751119118,          0,          0, "Unknown", "", "Unknown( 10): GUID=34f66502-e8a3-3972-e718-cb92e5c6c109 (No Format Information found).", "", "", {34f66502-e8a3-3972-e718-cb92e5c6c109}, " 10", "2026-06-06T16:17:55.111Z",        0, "", "", "2026-06-06T20:17:55.111911800Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         10,           10,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000004, 0x00000230,                   17,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506836724688,          0,          0, "Unknown", "", "Unknown( 10): GUID=34f66502-e8a3-3972-e718-cb92e5c6c109 (No Format Information found).", "", "", {34f66502-e8a3-3972-e718-cb92e5c6c109}, " 10", "2026-06-06T16:18:03.672Z",        0, "", "", "2026-06-06T20:18:03.672468800Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         10,           10,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000004, 0x00000230,                   13,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506837757531,          0,          0, "Unknown", "", "Unknown( 10): GUID=34f66502-e8a3-3972-e718-cb92e5c6c109 (No Format Information found).", "", "", {34f66502-e8a3-3972-e718-cb92e5c6c109}, " 10", "2026-06-06T16:18:03.775Z",        0, "", "", "2026-06-06T20:18:03.775753100Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         10,           10,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000004, 0x00000230,                   13,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506837839112,          0,          0, "Unknown", "", "Unknown( 10): GUID=34f66502-e8a3-3972-e718-cb92e5c6c109 (No Format Information found).", "", "", {34f66502-e8a3-3972-e718-cb92e5c6c109}, " 10", "2026-06-06T16:18:03.783Z",        0, "", "", "2026-06-06T20:18:03.783911200Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         10,           10,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000004, 0x00000230,                   15,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134252506840851263,          0,          0, "Unknown", "", "Unknown( 10): GUID=34f66502-e8a3-3972-e718-cb92e5c6c109 (No Format Information found).", "", "", {34f66502-e8a3-3972-e718-cb92e5c6c109}, " 10", "2026-06-06T16:18:04.085Z",        0, "", "", "2026-06-06T20:18:04.085126300Z", {00000000-0000-0000-0000-000000000000}
